time,dest,dir,len,etd
1417244521.29,Richmond,North,5,9
1417244581.61,Fremont,South,6,Leaving
1417244581.61,Richmond,North,5,8
1417244641.96,Fremont,South,3,20
1417244641.96,Richmond,North,5,7
1417244701.31,Fremont,South,3,19
1417244701.31,Richmond,North,5,6
1417244761.65,Fremont,South,3,18
1417244761.65,Richmond,North,5,5
1417244822.01,Fremont,South,3,17
1417244822.01,Richmond,North,5,3
1417244881.36,Fremont,South,3,16
1417244881.36,Richmond,North,5,2
1417244941.7,Fremont,South,3,15
1417244941.7,Richmond,North,5,1
1417245002.05,Fremont,South,3,14
1417245002.05,Richmond,North,5,Leaving
1417245061.41,Fremont,South,3,13
1417245061.41,Richmond,North,6,19
1417245121.77,Fremont,South,3,12
1417245121.77,Richmond,North,6,18
1417245181.11,Fremont,South,3,11
1417245181.11,Richmond,North,6,18
1417245241.43,Fremont,South,5,10
1417245241.43,Richmond,North,6,17
1417245301.78,Fremont,South,5,10
1417245301.78,Richmond,North,6,16
1417245361.09,Fremont,South,5,10
1417245361.09,Richmond,North,6,15
1417245421.42,Fremont,South,5,7
1417245421.42,Richmond,North,6,14
1417245481.74,Fremont,South,5,6
1417245481.74,Richmond,North,6,13
1417245542.06,Fremont,South,5,5
1417245542.06,Richmond,North,6,12
1417245601.41,Fremont,South,5,4
1417245601.41,Richmond,North,6,11
1417245661.73,Fremont,South,5,3
1417245661.73,Richmond,North,6,10
1417245722.06,Fremont,South,5,2
1417245722.06,Richmond,North,6,8
1417245781.38,Fremont,South,5,Leaving
1417245781.38,Richmond,North,6,7
1417245841.72,Fremont,South,5,Leaving
1417245841.72,Richmond,North,6,6
1417245902.06,Fremont,South,3,19
1417245902.06,Richmond,North,6,5
1417245961.41,Fremont,South,3,18
1417245961.41,Richmond,North,6,4
1417246021.78,Fremont,South,3,17
1417246021.78,Richmond,North,6,3
1417246081.12,Fremont,South,3,16
1417246081.12,Richmond,North,6,2
1417246141.44,Fremont,South,3,15
1417246141.44,Richmond,North,6,1
1417246201.83,Fremont,South,3,14
1417246201.83,Richmond,North,6,Leaving
1417246261.17,Fremont,South,3,13
1417246261.17,Richmond,North,6,19
1417246321.48,Fremont,South,3,12
1417246321.48,Richmond,North,6,18
1417246381.84,Fremont,South,3,11
1417246381.84,Richmond,North,6,18
1417246441.15,Fremont,South,5,10
1417246441.15,Richmond,North,6,17
1417246501.51,Fremont,South,5,9
1417246501.51,Richmond,North,6,16
1417246561.83,Fremont,South,5,9
1417246561.83,Richmond,North,6,15
1417246621.16,Fremont,South,5,7
1417246621.16,Richmond,North,6,14
1417246681.51,Fremont,South,5,6
1417246681.51,Richmond,North,6,13
1417246741.87,Fremont,South,5,5
1417246741.87,Richmond,North,6,12
1417246801.23,Fremont,South,5,4
1417246801.23,Richmond,North,6,11
1417246861.55,Fremont,South,5,3
1417246861.55,Richmond,North,6,10
1417246921.91,Fremont,South,5,2
1417246921.91,Richmond,North,6,9
1417246981.22,Fremont,South,5,Leaving
1417246981.22,Richmond,North,6,8
1417247041.57,Fremont,South,4,20
1417247041.57,Richmond,North,6,7
1417247101.94,Fremont,South,4,19
1417247101.94,Richmond,North,6,6
1417247161.27,Fremont,South,4,18
1417247161.27,Richmond,North,6,5
1417247221.62,Fremont,South,4,17
1417247221.62,Richmond,North,6,4
1417247281.97,Fremont,South,4,16
1417247281.97,Richmond,North,6,3
1417247341.32,Fremont,South,4,15
1417247341.32,Richmond,North,6,1
1417247401.66,Fremont,South,4,14
1417247401.66,Richmond,North,6,Leaving
1417247461.99,Fremont,South,4,13
1417247461.99,Richmond,North,7,19
1417247521.31,Fremont,South,6,12
1417247521.31,Richmond,North,7,18
1417247581.63,Fremont,South,6,11
1417247581.63,Richmond,North,7,18
1417247641.95,Fremont,South,6,10
1417247641.95,Richmond,North,7,17
1417247701.29,Fremont,South,6,10
1417247701.29,Richmond,North,7,16
1417247761.61,Fremont,South,6,10
1417247761.61,Richmond,North,7,15
1417247821.95,Fremont,South,6,7
1417247821.95,Richmond,North,7,13
1417247881.29,Fremont,South,6,6
1417247881.29,Richmond,North,7,13
1417247941.6,Fremont,South,6,5
1417247941.6,Richmond,North,7,12
1417248001.95,Fremont,South,6,4
1417248001.95,Richmond,North,7,11
1417248061.26,Fremont,South,6,2
1417248061.26,Richmond,North,7,9
1417248121.58,Fremont,South,6,2
1417248121.58,Richmond,North,7,8
1417248181.9,Fremont,South,6,Leaving
1417248181.9,Richmond,North,7,7
1417248241.24,Fremont,South,6,21
1417248241.24,Richmond,North,7,7
1417248301.61,Fremont,South,6,20
1417248301.61,Richmond,North,7,6
1417248361.92,Fremont,South,6,19
1417248361.92,Richmond,North,7,4
1417248421.24,Fremont,South,6,19
1417248421.24,Richmond,North,7,4
1417248481.59,Fremont,South,6,17
1417248481.59,Richmond,North,7,2
1417248541.9,Fremont,South,6,16
1417248541.9,Richmond,North,7,1
1417248601.24,Fremont,South,6,15
1417248601.24,Richmond,North,7,Leaving
1417248661.59,Fremont,South,6,14
1417248661.59,Richmond,North,8,24
1417248721.95,Fremont,South,6,13
1417248721.95,Richmond,North,8,23
1417248781.29,Fremont,South,6,12
1417248781.29,Richmond,North,8,22
1417248841.64,Fremont,South,6,11
1417248841.64,Richmond,North,8,21
1417248901.97,Fremont,South,6,10
1417248901.97,Richmond,North,8,20
1417248961.32,Fremont,South,6,10
1417248961.32,Richmond,North,8,19
1417249021.67,Fremont,South,6,10
1417249021.67,Richmond,North,8,18
1417249081.99,Fremont,South,6,10
1417249081.99,Richmond,North,8,17
1417249141.33,Fremont,South,6,10
1417249141.33,Richmond,North,8,17
1417249201.64,Fremont,South,6,7
1417249201.64,Richmond,North,8,16
1417249261.97,Fremont,South,6,6
1417249261.97,Richmond,North,8,14
1417249321.31,Fremont,South,6,6
1417249321.31,Richmond,North,8,14
1417249381.69,Fremont,South,6,5
1417249381.69,Richmond,North,8,12
1417249442.03,Fremont,South,6,4
1417249442.03,Richmond,North,8,12
1417249501.38,Fremont,South,6,3
1417249501.38,Richmond,North,8,10
1417249561.69,Fremont,South,6,2
1417249561.69,Richmond,North,8,9
1417249622.01,Fremont,South,6,1
1417249622.01,Richmond,North,8,9
1417249681.34,Fremont,South,6,Leaving
1417249681.34,Richmond,North,8,8
1417249741.71,Richmond,North,8,7
1417249802.06,Richmond,North,8,5
1417249861.43,Richmond,North,8,5
1417249921.78,Richmond,North,8,3
1417249981.16,Richmond,North,8,2
1417250041.51,Richmond,North,8,1
1417250101.91,Richmond,North,8,Leaving
1417250161.25,Richmond,North,6,22
1417250221.59,Richmond,North,6,21
1417250281.99,Richmond,North,6,20
1417250341.31,Richmond,North,6,19
1417250401.65,Richmond,North,6,18
1417250461.96,Richmond,North,6,17
1417250521.28,Richmond,North,6,16
1417250581.67,Richmond,North,6,18
1417250642.01,Richmond,North,6,17
1417250701.32,Richmond,North,6,16
1417250761.67,Richmond,North,6,12
1417250821.99,Richmond,North,6,11
1417250881.33,Richmond,North,6,11
1417250941.65,Richmond,North,6,11
1417251001.96,Richmond,North,6,11
1417251061.31,Richmond,North,6,11
1417251121.65,Richmond,North,6,10
1417251181.99,Richmond,North,6,9
1417251241.33,Richmond,North,6,8
1417251301.64,Richmond,North,6,7
1417251361.96,Richmond,North,6,6
1417251421.29,Richmond,North,6,5
1417251481.61,Richmond,North,6,4
1417251541.94,Richmond,North,6,3
1417251601.25,Richmond,North,6,2
1417251661.6,Richmond,North,6,1
1417251721.94,Richmond,North,6,Leaving







































































































































































































































1417265641.68,Richmond,North,3,96
1417265702.02,Richmond,North,3,95
1417265761.36,Richmond,North,3,94
1417265821.68,Richmond,North,3,93
1417265882.0,Richmond,North,3,92
1417265941.37,Richmond,North,3,91
1417266001.74,Richmond,North,3,90
1417266061.11,Richmond,North,3,89
1417266121.45,Richmond,North,3,88
1417266181.79,Richmond,North,3,87
1417266241.13,Richmond,North,3,86
1417266301.48,Richmond,North,3,85
1417266361.8,Richmond,North,3,84
1417266421.11,Richmond,North,3,83
1417266481.43,Richmond,North,3,82
1417266541.76,Richmond,North,3,81
1417266602.08,Richmond,North,3,80
1417266661.38,Richmond,North,3,79
1417266721.7,Fremont,South,3,52
1417266721.7,Richmond,North,3,78
1417266782.05,Fremont,South,3,51
1417266782.05,Richmond,North,3,77
1417266841.4,Fremont,South,3,50
1417266841.4,Richmond,North,3,76
1417266901.73,Fremont,South,3,49
1417266901.73,Richmond,North,3,75
1417266962.08,Fremont,South,3,48
1417266962.08,Richmond,North,3,74
1417267021.42,Fremont,South,3,47
1417267021.42,Richmond,North,3,73
1417267081.76,Fremont,South,3,46
1417267081.76,Richmond,North,3,72
1417267141.1,Fremont,South,3,45
1417267141.1,Richmond,North,3,71
1417267201.47,Fremont,South,3,44
1417267201.47,Richmond,North,3,70
1417267261.84,Fremont,South,3,43
1417267261.84,Richmond,North,3,69
1417267321.19,Fremont,South,3,42
1417267321.19,Richmond,North,3,68
1417267381.56,Fremont,South,3,41
1417267381.56,Richmond,North,3,67
1417267441.88,Fremont,South,3,40
1417267441.88,Richmond,North,3,66
1417267501.23,Fremont,South,3,39
1417267501.23,Richmond,North,3,65
1417267561.57,Fremont,South,3,38
1417267561.57,Richmond,North,3,64
1417267621.92,Fremont,South,3,37
1417267621.92,Richmond,North,3,63
1417267681.23,Fremont,South,3,36
1417267681.23,Richmond,North,3,62
1417267741.57,Fremont,South,3,35
1417267741.57,Richmond,North,3,61
1417267801.94,Fremont,South,3,34
1417267801.94,Richmond,North,3,60
1417267861.32,Fremont,South,3,33
1417267861.32,Richmond,North,3,59
1417267921.65,Fremont,South,3,32
1417267921.65,Richmond,North,3,58
1417267981.97,Fremont,South,3,31
1417267981.97,Richmond,North,3,57
1417268041.28,Fremont,South,3,30
1417268041.28,Richmond,North,3,56
1417268101.64,Fremont,South,3,29
1417268101.64,Richmond,North,3,55
1417268161.95,Fremont,South,3,28
1417268161.95,Richmond,North,3,54
1417268221.32,Fremont,South,3,27
1417268221.32,Richmond,North,3,54
1417268281.7,Fremont,South,3,26
1417268281.7,Richmond,North,3,53
1417268342.02,Fremont,South,3,25
1417268342.02,Richmond,North,3,53
1417268401.33,Fremont,South,3,24
1417268401.33,Richmond,North,3,50
1417268461.68,Fremont,South,3,23
1417268461.68,Richmond,North,8,49
1417268521.99,Fremont,South,3,22
1417268521.99,Richmond,North,8,48
1417268581.33,Fremont,South,3,21
1417268581.33,Richmond,North,8,47
1417268641.65,Fremont,South,3,20
1417268641.65,Richmond,North,8,46
1417268702.0,Fremont,South,3,19
1417268702.0,Richmond,North,8,45
1417268761.34,Fremont,South,3,18
1417268761.34,Richmond,North,8,44
1417268821.71,Fremont,South,3,17
1417268821.71,Richmond,North,8,43
1417268882.07,Fremont,South,3,16
1417268882.07,Richmond,North,8,42
1417268941.4,Fremont,South,3,15
1417268941.4,Richmond,North,8,41
1417269001.71,Fremont,South,3,14
1417269001.71,Richmond,North,8,40
1417269062.04,Fremont,South,3,13
1417269062.04,Richmond,North,8,39
1417269121.37,Fremont,South,3,12
1417269121.37,Richmond,North,8,38
1417269181.69,Fremont,South,3,11
1417269181.69,Richmond,North,8,37
1417269242.0,Fremont,South,3,10
1417269242.0,Richmond,North,8,36
1417269301.32,Fremont,South,3,10
1417269301.32,Richmond,North,8,35
1417269361.67,Fremont,South,3,10
1417269361.67,Richmond,North,8,34
1417269421.98,Fremont,South,7,7
1417269421.98,Richmond,North,8,33
1417269481.29,Fremont,South,7,6
1417269481.29,Richmond,North,8,32
1417269541.62,Fremont,South,7,5
1417269541.62,Richmond,North,8,31
1417269601.98,Fremont,South,7,4
1417269601.98,Richmond,North,8,30
1417269661.35,Fremont,South,7,3
1417269661.35,Richmond,North,8,29
1417269721.7,Fremont,South,7,2
1417269721.7,Richmond,North,8,28
1417269782.01,Fremont,South,7,1
1417269782.01,Richmond,North,8,27
1417269841.33,Fremont,South,7,Leaving
1417269841.33,Richmond,North,8,26
1417269901.71,Fremont,South,3,19
1417269901.71,Richmond,North,8,25
1417269962.02,Fremont,South,3,18
1417269962.02,Richmond,North,8,24
1417270021.37,Fremont,South,3,17
1417270021.37,Richmond,North,8,23
1417270081.73,Fremont,South,3,16
1417270081.73,Richmond,North,8,22
1417270142.05,Fremont,South,3,15
1417270142.05,Richmond,North,8,21
1417270201.37,Fremont,South,3,14
1417270201.37,Richmond,North,8,20
1417270261.73,Fremont,South,3,13
1417270261.73,Richmond,North,8,19
1417270322.07,Fremont,South,3,12
1417270322.07,Richmond,North,8,18
1417270381.39,Fremont,South,3,11
1417270381.39,Richmond,North,8,17
1417270441.71,Fremont,South,6,10
1417270441.71,Richmond,North,8,16
1417270502.09,Fremont,South,6,10
1417270502.09,Richmond,North,8,16
1417270561.44,Fremont,South,6,10
1417270561.44,Richmond,North,8,14
1417270621.81,Fremont,South,6,7
1417270621.81,Richmond,North,8,13
1417270681.16,Fremont,South,6,6
1417270681.16,Richmond,North,8,12
1417270741.56,Fremont,South,6,5
1417270741.56,Richmond,North,8,11
1417270801.93,Fremont,South,6,4
1417270801.93,Richmond,North,8,10
1417270861.28,Fremont,South,6,3
1417270861.28,Richmond,North,8,9
1417270921.63,Fremont,South,6,2
1417270921.63,Richmond,North,8,9
1417270981.95,Fremont,South,6,Leaving
1417270981.95,Richmond,North,8,7
1417271041.32,Fremont,South,3,20
1417271041.32,Richmond,North,8,6
1417271101.65,Fremont,South,3,19
1417271101.65,Richmond,North,8,5
1417271161.97,Fremont,South,3,18
1417271161.97,Richmond,North,8,4
1417271221.29,Fremont,South,3,17
1417271221.29,Richmond,North,8,3
1417271281.62,Fremont,South,3,16
1417271281.62,Richmond,North,8,2
1417271341.96,Fremont,South,3,15
1417271341.96,Richmond,North,8,Leaving
1417271401.31,Fremont,South,3,14
1417271401.31,Richmond,North,8,20
1417271461.65,Fremont,South,3,13
1417271461.65,Richmond,North,8,19
1417271522.0,Fremont,South,3,12
1417271522.0,Richmond,North,8,18
1417271581.38,Fremont,South,3,11
1417271581.38,Richmond,North,8,17
1417271641.69,Fremont,South,3,10
1417271641.69,Richmond,North,8,16
1417271702.06,Fremont,South,3,10
1417271702.06,Richmond,North,8,15
1417271761.37,Fremont,South,3,9
1417271761.37,Richmond,North,8,15
1417271821.73,Fremont,South,5,7
1417271821.73,Richmond,North,8,13
1417271882.07,Fremont,South,5,6
1417271882.07,Richmond,North,8,12
1417271941.45,Fremont,South,5,5
1417271941.45,Richmond,North,8,11
1417272001.77,Fremont,South,5,4
1417272001.77,Richmond,North,8,10
1417272061.14,Fremont,South,5,3
1417272061.14,Richmond,North,8,9
1417272121.48,Fremont,South,5,2
1417272121.48,Richmond,North,8,8
1417272181.86,Fremont,South,5,Leaving
1417272181.86,Richmond,North,8,7
1417272241.24,Fremont,South,3,20
1417272241.24,Richmond,North,8,6
1417272301.61,Fremont,South,3,19
1417272301.61,Richmond,North,8,6
1417272361.93,Fremont,South,3,18
1417272361.93,Richmond,North,8,4
1417272421.28,Fremont,South,3,17
1417272421.28,Richmond,North,8,3
1417272481.62,Fremont,South,3,16
1417272481.62,Richmond,North,8,2
1417272541.98,Fremont,South,3,15
1417272541.98,Richmond,North,8,1
1417272601.36,Fremont,South,3,14
1417272601.36,Richmond,North,8,Leaving
1417272661.69,Fremont,South,3,13
1417272661.69,Richmond,North,9,19
1417272722.0,Fremont,South,3,12
1417272722.0,Richmond,North,9,18
1417272781.37,Fremont,South,8,11
1417272781.37,Richmond,North,9,17
1417272841.72,Fremont,South,8,10
1417272841.72,Richmond,North,9,16
1417272902.03,Fremont,South,8,10
1417272902.03,Richmond,North,9,15
1417272961.4,Fremont,South,8,10
1417272961.4,Richmond,North,9,15
1417273021.78,Fremont,South,8,7
1417273021.78,Richmond,North,9,13
1417273081.12,Fremont,South,8,6
1417273081.12,Richmond,North,9,12
1417273141.47,Fremont,South,8,5
1417273141.47,Richmond,North,9,12
1417273201.85,Fremont,South,8,4
1417273201.85,Richmond,North,9,10
1417273261.2,Fremont,South,8,2
1417273261.2,Richmond,North,9,9
1417273321.57,Fremont,South,8,2
1417273321.57,Richmond,North,9,8
1417273381.91,Fremont,South,8,Leaving
1417273381.91,Richmond,North,9,7
1417273441.25,Fremont,South,3,20
1417273441.25,Richmond,North,9,7
1417273501.6,Fremont,South,3,19
1417273501.6,Richmond,North,9,5
1417273561.98,Fremont,South,3,18
1417273561.98,Richmond,North,9,4
1417273621.35,Fremont,South,3,17
1417273621.35,Richmond,North,9,3
1417273681.67,Fremont,South,3,16
1417273681.67,Richmond,North,9,2
1417273742.05,Fremont,South,8,15
1417273742.05,Richmond,North,9,1
1417273801.43,Fremont,South,8,14
1417273801.43,Richmond,North,9,Leaving
1417273861.74,Fremont,South,8,13
1417273861.74,Richmond,North,9,19
1417273922.07,Fremont,South,8,12
1417273922.07,Richmond,North,9,18
1417273981.42,Fremont,South,8,11
1417273981.42,Richmond,North,9,18
1417274041.76,Fremont,South,8,10
1417274041.76,Richmond,North,9,17
1417274101.11,Fremont,South,8,9
1417274101.11,Richmond,North,9,16
1417274161.42,Fremont,South,8,8
1417274161.42,Richmond,North,9,15
1417274221.29,Fremont,South,8,7
1417274221.29,Richmond,North,9,14
1417274281.6,Fremont,South,8,6
1417274281.6,Richmond,North,9,13
1417274341.29,Fremont,South,8,5
1417274341.29,Richmond,North,9,12
1417274401.89,Fremont,South,8,4
1417274401.89,Richmond,North,9,11
1417274461.21,Fremont,South,8,3
1417274461.21,Richmond,North,9,10
1417274521.57,Fremont,South,8,2
1417274521.57,Richmond,North,9,9
1417274581.92,Fremont,South,8,Leaving
1417274581.92,Richmond,North,9,8
1417274641.24,Fremont,South,3,20
1417274641.24,Richmond,North,9,7
1417274701.55,Fremont,South,3,19
1417274701.55,Richmond,North,9,5
1417274761.9,Fremont,South,3,18
1417274761.9,Richmond,North,9,4
1417274821.25,Fremont,South,3,17
1417274821.25,Richmond,North,9,3
1417274881.57,Fremont,South,3,16
1417274881.57,Richmond,North,9,2
1417274941.88,Fremont,South,3,15
1417274941.88,Richmond,North,9,1
1417275001.23,Fremont,South,3,14
1417275001.23,Richmond,North,9,Leaving
1417275061.58,Fremont,South,3,13
1417275061.58,Richmond,North,9,19
1417275121.92,Fremont,South,3,12
1417275121.92,Richmond,North,9,18
1417275181.26,Fremont,South,3,11
1417275181.26,Richmond,North,9,18
1417275241.62,Fremont,South,3,10
1417275241.62,Richmond,North,9,17
1417275301.94,Fremont,South,3,9
1417275301.94,Richmond,North,9,16
1417275361.29,Fremont,South,3,9
1417275361.29,Richmond,North,9,15
1417275421.62,Fremont,South,9,7
1417275421.62,Richmond,North,9,14
1417275481.98,Fremont,South,9,6
1417275481.98,Richmond,North,9,13
1417275541.36,Fremont,South,9,5
1417275541.36,Richmond,North,9,12
1417275601.7,Fremont,South,9,4
1417275601.7,Richmond,North,9,11
1417275662.03,Fremont,South,9,2
1417275662.03,Richmond,North,9,10
1417275721.4,Fremont,South,9,2
1417275721.4,Richmond,North,9,9
1417275781.75,Fremont,South,9,Leaving
1417275781.75,Richmond,North,9,8
1417275841.1,Fremont,South,3,20
1417275841.1,Richmond,North,9,7
1417275901.45,Fremont,South,3,19
1417275901.45,Richmond,North,9,5
1417275961.81,Fremont,South,3,18
1417275961.81,Richmond,North,9,4
1417276021.12,Fremont,South,3,17
1417276021.12,Richmond,North,9,3
1417276081.44,Fremont,South,3,16
1417276081.44,Richmond,North,9,2
1417276141.8,Fremont,South,3,15
1417276141.8,Richmond,North,9,1
1417276201.12,Fremont,South,3,14
1417276201.12,Richmond,North,9,Leaving
1417276261.45,Fremont,South,3,13
1417276261.45,Richmond,North,7,19
1417276321.8,Fremont,South,3,12
1417276321.8,Richmond,North,7,18
1417276381.14,Fremont,South,3,11
1417276381.14,Richmond,North,7,18
1417276441.46,Fremont,South,9,10
1417276441.46,Richmond,North,7,17
1417276501.81,Fremont,South,9,9
1417276501.81,Richmond,North,7,16
1417276561.16,Fremont,South,9,9
1417276561.16,Richmond,North,7,15
1417276621.5,Fremont,South,9,7
1417276621.5,Richmond,North,7,14
1417276681.85,Fremont,South,9,6
1417276681.85,Richmond,North,7,13
1417276741.2,Fremont,South,9,6
1417276741.2,Richmond,North,7,12
1417276801.22,Fremont,South,9,6
1417276801.22,Richmond,North,7,11
1417276861.96,Fremont,South,9,5
1417276861.96,Richmond,North,7,10
1417276921.29,Fremont,South,9,4
1417276921.29,Richmond,North,7,9
1417276981.62,Daly City,South,5,52
1417276981.62,Fremont,South,9,3
1417276981.62,Richmond,North,7,8
1417277041.95,Daly City,South,5,51
1417277041.95,Fremont,South,9,2
1417277041.95,Richmond,North,7,7
1417277101.26,Daly City,South,5,50
1417277101.26,Fremont,South,9,1
1417277101.26,Richmond,North,7,6
1417277161.62,Daly City,South,5,49
1417277161.62,Fremont,South,9,Leaving
1417277161.62,Richmond,North,7,4
1417277221.96,Daly City,South,5,48
1417277221.96,Fremont,South,6,17
1417277221.96,Richmond,North,7,3
1417277281.3,Daly City,South,5,47
1417277281.3,Fremont,South,6,16
1417277281.3,Richmond,North,7,3
1417277341.66,Daly City,South,5,46
1417277341.66,Fremont,South,6,15
1417277341.66,Richmond,North,7,1
1417277402.0,Daly City,South,5,45
1417277402.0,Fremont,South,6,14
1417277402.0,Richmond,North,7,Leaving
1417277461.32,Daly City,South,5,44
1417277461.32,Fremont,South,6,13
1417277461.32,Richmond,North,6,19
1417277521.64,Daly City,South,5,43
1417277521.64,Fremont,South,6,12
1417277521.64,Richmond,North,6,18
1417277581.99,Daly City,South,5,42
1417277581.99,Fremont,South,6,11
1417277581.99,Richmond,North,6,18
1417277641.31,Daly City,South,5,41
1417277641.31,Fremont,South,6,10
1417277641.31,Richmond,North,6,17
1417277701.64,Daly City,South,5,40
1417277701.64,Fremont,South,9,9
1417277701.64,Richmond,North,6,16
1417277761.99,Daly City,South,5,39
1417277761.99,Fremont,South,9,9
1417277761.99,Richmond,North,6,15
1417277821.38,Daly City,South,5,38
1417277821.38,Fremont,South,9,9
1417277821.38,Richmond,North,6,14
1417277881.77,Daly City,South,5,37
1417277881.77,Fremont,South,9,6
1417277881.77,Richmond,North,6,12
1417277941.14,Daly City,South,5,36
1417277941.14,Fremont,South,9,6
1417277941.14,Richmond,North,6,11
1417278001.46,Daly City,South,5,35
1417278001.46,Fremont,South,9,5
1417278001.46,Richmond,North,6,10
1417278061.78,Daly City,South,5,34
1417278061.78,Fremont,South,9,4
1417278061.78,Richmond,North,6,10
1417278121.11,Daly City,South,5,33
1417278121.11,Fremont,South,9,3
1417278121.11,Richmond,North,6,9
1417278181.49,Daly City,South,5,32
1417278181.49,Fremont,South,9,2
1417278181.49,Richmond,North,6,7
1417278241.81,Daly City,South,5,31
1417278241.81,Fremont,South,9,Leaving
1417278241.81,Richmond,North,6,6
1417278301.16,Daly City,South,5,30
1417278301.16,Fremont,South,9,Leaving
1417278301.16,Richmond,North,6,5
1417278361.51,Daly City,South,5,29
1417278361.51,Fremont,South,3,18
1417278361.51,Richmond,North,6,4
1417278421.83,Daly City,South,5,28
1417278421.83,Fremont,South,3,17
1417278421.83,Richmond,North,6,3
1417278481.2,Daly City,South,5,27
1417278481.2,Fremont,South,3,16
1417278481.2,Richmond,North,6,2
1417278541.58,Daly City,South,5,26
1417278541.58,Fremont,South,3,15
1417278541.58,Richmond,North,6,Leaving
1417278601.9,Daly City,South,5,25
1417278601.9,Fremont,South,3,14
1417278601.9,Richmond,North,6,20
1417278661.21,Daly City,South,5,24
1417278661.21,Fremont,South,3,13
1417278661.21,Richmond,North,6,19
1417278721.58,Daly City,South,5,23
1417278721.58,Fremont,South,3,12
1417278721.58,Richmond,North,6,18
1417278781.9,Daly City,South,5,22
1417278781.9,Fremont,South,3,11
1417278781.9,Richmond,North,6,17
1417278841.25,Daly City,South,5,21
1417278841.25,Fremont,South,3,10
1417278841.25,Richmond,North,6,17
1417278901.61,Daly City,South,5,20
1417278901.61,Fremont,South,3,9
1417278901.61,Richmond,North,6,16
1417278961.99,Daly City,South,5,19
1417278961.99,Fremont,South,3,9
1417278961.99,Richmond,North,6,15
1417279021.33,Daly City,South,5,18
1417279021.33,Fremont,South,7,8
1417279021.33,Richmond,North,6,14
1417279081.68,Daly City,South,5,17
1417279081.68,Fremont,South,7,6
1417279081.68,Richmond,North,6,13
1417279142.03,Daly City,South,5,16
1417279142.03,Fremont,South,7,6
1417279142.03,Richmond,North,6,12
1417279201.35,Daly City,South,5,15
1417279201.35,Fremont,South,7,5
1417279201.35,Richmond,North,6,11
1417279261.68,Daly City,South,5,14
1417279261.68,Fremont,South,7,4
1417279261.68,Richmond,North,6,10
1417279322.06,Daly City,South,5,13
1417279322.06,Fremont,South,7,3
1417279322.06,Richmond,North,6,9
1417279381.38,Daly City,South,5,12
1417279381.38,Fremont,South,7,2
1417279381.38,Richmond,North,6,7
1417279441.74,Daly City,South,5,11
1417279441.74,Fremont,South,7,1
1417279441.74,Richmond,North,6,6
1417279501.11,Daly City,South,5,10
1417279501.11,Fremont,South,3,19
1417279501.11,Richmond,North,6,5
1417279561.51,Daly City,South,10,9
1417279561.51,Fremont,South,3,18
1417279561.51,Richmond,North,6,5
1417279621.84,Daly City,South,10,9
1417279621.84,Fremont,South,3,17
1417279621.84,Richmond,North,6,4
1417279681.22,Daly City,South,10,7
1417279681.22,Fremont,South,3,16
1417279681.22,Richmond,North,6,3
1417279741.57,Daly City,South,10,6
1417279741.57,Fremont,South,3,15
1417279741.57,Richmond,North,6,2
1417279801.92,Daly City,South,10,5
1417279801.92,Fremont,South,3,14
1417279801.92,Richmond,North,6,Leaving
1417279861.27,Daly City,South,10,4
1417279861.27,Fremont,South,3,13
1417279861.27,Richmond,North,6,Leaving
1417279921.58,Daly City,South,10,3
1417279921.58,Fremont,South,3,12
1417279921.58,Richmond,North,8,18
1417279981.93,Daly City,South,10,2
1417279981.93,Fremont,South,3,11
1417279981.93,Richmond,North,8,18
1417280041.25,Daly City,South,10,Leaving
1417280041.25,Fremont,South,3,10
1417280041.25,Richmond,North,8,16
1417280101.57,Daly City,South,5,20
1417280101.57,Fremont,South,8,9
1417280101.57,Richmond,North,8,15
1417280161.89,Daly City,South,5,19
1417280161.89,Fremont,South,8,9
1417280161.89,Richmond,North,8,14
1417280221.25,Daly City,South,5,18
1417280221.25,Fremont,South,8,7
1417280221.25,Richmond,North,8,13
1417280281.57,Daly City,South,5,17
1417280281.57,Fremont,South,8,6
1417280281.57,Richmond,North,8,12
1417280341.91,Daly City,South,5,16
1417280341.91,Fremont,South,8,5
1417280341.91,Richmond,North,8,11
1417280401.27,Daly City,South,5,15
1417280401.27,Fremont,South,8,4
1417280401.27,Richmond,North,8,10
1417280461.61,Daly City,South,5,14
1417280461.61,Fremont,South,8,3
1417280461.61,Richmond,North,8,9
1417280521.96,Daly City,South,9,13
1417280521.96,Fremont,South,8,2
1417280521.96,Richmond,North,8,8
1417280581.31,Daly City,South,9,12
1417280581.31,Fremont,South,8,Leaving
1417280581.31,Richmond,North,8,7
1417280641.64,Daly City,South,9,11
1417280641.64,Fremont,South,3,20
1417280641.64,Richmond,North,8,6
1417280701.99,Daly City,South,9,10
1417280701.99,Fremont,South,3,19
1417280701.99,Richmond,North,8,5
1417280761.31,Daly City,South,9,9
1417280761.31,Fremont,South,3,18
